Hours_Elapsed,Gas_MassFlow_kgs,Gas_Temp_In_C,Gas_Temp_Out_C,Gas_Press_In_bar,Gas_Press_Out_bar,Gas_PressureDrop_bar,Water_MassFlow_kgs,Water_Temp_In_C,Water_Temp_Out_C,Water_PressureDrop_bar,Calculated_LMTD_C,Calculated_U_Wm2K,Target_Fouling_Rf
1567,36.9491,140.00,36.44,35.0000,24.3141,10.6859,600.0000,36.44,119.76,3.0300,2.35,357.62,5.740384e-04
1568,36.4092,140.00,36.27,35.0000,24.3141,10.6859,600.0000,36.24,119.76,3.0300,3.02,357.59,5.742615e-04
1569,36.6544,140.00,35.94,35.0000,24.3141,10.6859,600.0000,35.93,119.76,3.0300,2.68,357.56,5.744846e-04
1570,36.2128,140.00,35.51,35.0000,24.3141,10.6859,600.0000,35.51,119.76,3.0300,0.00,357.53,5.747076e-04
1571,37.0726,140.00,35.04,35.0000,24.3141,10.6859,600.0000,35.03,119.76,3.0300,2.56,357.51,5.749305e-04
1572,36.6527,140.00,34.53,35.0000,24.3141,10.6859,600.0000,34.52,119.76,3.0300,2.75,357.48,5.751533e-04
1573,36.7603,140.00,34.01,35.0000,24.3141,10.6859,600.0000,34.00,119.76,3.0300,2.55,357.45,5.753761e-04
1574,36.8067,140.00,33.52,35.0000,24.3141,10.6859,600.0000,33.52,119.76,3.0300,0.00,357.42,5.755987e-04
1575,36.9863,140.00,33.12,35.0000,24.3141,10.6859,600.0000,33.11,119.76,3.0300,2.67,357.39,5.758213e-04
1576,36.6840,140.00,32.79,35.0000,24.3141,10.6859,600.0000,32.79,119.76,3.0300,2.32,357.36,5.760437e-04
1577,36.2158,140.00,32.59,35.0000,24.3141,10.6859,600.0000,32.59,119.76,3.0300,2.10,357.34,5.762661e-04
1578,37.0234,140.00,32.53,35.0000,24.3141,10.6859,600.0000,32.53,119.76,3.0300,2.57,357.31,5.764884e-04
1579,36.9516,140.00,32.60,35.0000,24.3141,10.6859,600.0000,32.60,119.76,3.0300,2.47,357.28,5.767106e-04
1580,36.8596,140.00,32.80,35.0000,24.3141,10.6859,600.0000,32.80,119.76,3.0300,1.80,357.25,5.769328e-04
1581,36.2509,140.00,33.13,35.0000,24.3141,10.6859,600.0000,33.12,119.76,3.0300,2.67,357.22,5.771548e-04
1582,36.6353,140.00,33.54,35.0000,24.3141,10.6859,600.0000,33.53,119.76,3.0300,2.68,357.19,5.773768e-04
1583,36.9712,140.00,34.02,35.0000,24.3141,10.6859,600.0000,34.02,119.76,3.0300,2.59,357.17,5.775986e-04
1584,37.0585,140.00,34.54,35.0000,24.3141,10.6859,600.0000,34.54,119.76,3.0300,2.25,357.14,5.778204e-04
1585,36.2298,140.00,35.06,35.0000,24.3141,10.6859,600.0000,35.05,119.76,3.0300,2.60,357.11,5.780421e-04
1586,36.8483,140.00,35.55,35.0000,24.3141,10.6859,600.0000,35.54,119.76,3.0300,2.68,357.08,5.782637e-04
1587,36.1973,140.00,35.95,35.0000,24.3141,10.6859,600.0000,35.95,119.76,3.0300,0.00,357.05,5.784852e-04
1588,36.8593,140.00,36.28,35.0000,24.3141,10.6859,600.0000,36.27,119.76,3.0300,2.53,357.02,5.787066e-04
1589,36.8536,140.00,36.48,35.0000,24.3141,10.6859,600.0000,36.47,119.76,3.0300,2.59,357.00,5.789280e-04
1590,37.0732,140.00,36.55,35.0000,24.3141,10.6859,600.0000,36.54,119.76,3.0300,2.34,356.97,5.791493e-04
1591,36.3014,140.00,36.49,35.0000,24.3141,10.6859,600.0000,36.48,119.76,3.0300,2.76,356.94,5.793704e-04
1592,36.7911,140.00,36.28,35.0000,24.3141,10.6859,600.0000,36.28,119.76,3.0300,2.39,356.91,5.795915e-04
1593,36.9220,140.00,35.98,35.0000,24.3141,10.6859,600.0000,35.96,119.76,3.0300,2.93,356.88,5.798125e-04
1594,37.0814,140.00,35.56,35.0000,24.3141,10.6859,600.0000,35.55,119.76,3.0300,2.52,356.86,5.800335e-04
1595,36.7387,140.00,35.08,35.0000,24.3141,10.6859,600.0000,35.07,119.76,3.0300,2.72,356.83,5.802543e-04
1596,37.2095,140.00,34.56,35.0000,24.3141,10.6859,600.0000,34.55,119.76,3.0300,2.63,356.80,5.804751e-04
1597,36.9216,140.00,34.05,35.0000,24.3141,10.6859,600.0000,34.04,119.76,3.0300,2.59,356.77,5.806957e-04
1598,36.3152,140.00,33.55,35.0000,24.3141,10.6859,600.0000,33.56,119.76,3.0300,0.00,356.74,5.809163e-04
1599,36.9593,140.00,33.14,35.0000,24.3141,10.6859,600.0000,33.14,119.76,3.0300,0.00,356.71,5.811368e-04
1600,37.1446,140.00,32.83,35.0000,24.3141,10.6859,600.0000,32.83,119.76,3.0300,2.52,356.69,5.813572e-04
1601,37.0079,140.00,32.63,35.0000,24.3141,10.6859,600.0000,32.63,119.76,3.0300,2.23,356.66,5.815775e-04
1602,36.2347,140.00,32.57,35.0000,24.3141,10.6859,600.0000,32.56,119.76,3.0300,2.68,356.63,5.817978e-04
1603,36.6029,140.00,32.63,35.0000,24.3141,10.6859,600.0000,32.63,119.76,3.0300,2.01,356.60,5.820179e-04
1604,36.7127,140.00,32.85,35.0000,24.3141,10.6859,600.0000,32.83,119.76,3.0300,2.74,356.57,5.822380e-04
1605,36.9361,140.00,33.15,35.0000,24.3141,10.6859,600.0000,33.15,119.76,3.0300,0.00,356.55,5.824580e-04
1606,36.9094,140.00,33.58,35.0000,24.3141,10.6859,600.0000,33.57,119.76,3.0300,2.64,356.52,5.826779e-04
1607,36.2716,140.00,34.07,35.0000,24.3141,10.6859,600.0000,34.05,119.76,3.0300,2.83,356.49,5.828978e-04
1608,36.6453,140.00,34.57,35.0000,24.3141,10.6859,600.0000,34.57,119.76,3.0300,2.29,356.46,5.831175e-04
1609,36.8486,140.00,35.09,35.0000,24.3141,10.6859,600.0000,35.09,119.76,3.0300,1.86,356.44,5.833371e-04
1610,37.0745,140.00,35.58,35.0000,24.3141,10.6859,600.0000,35.57,119.76,3.0300,2.68,356.41,5.835567e-04
1611,36.9492,140.00,35.99,35.0000,24.3141,10.6859,600.0000,35.99,119.76,3.0300,2.01,356.38,5.837762e-04
1612,36.9603,140.00,36.32,35.0000,24.3141,10.6859,600.0000,36.31,119.76,3.0300,2.64,356.35,5.839956e-04
1613,37.0447,140.00,36.51,35.0000,24.3141,10.6859,600.0000,36.51,119.76,3.0300,2.24,356.32,5.842149e-04
1614,36.2864,140.00,36.56,35.0000,24.3141,10.6859,600.0000,36.58,119.76,3.0300,0.00,356.30,5.844342e-04
1615,36.7215,140.00,36.52,35.0000,24.3141,10.6859,600.0000,36.51,119.76,3.0300,2.56,356.27,5.846533e-04
1616,36.9745,140.00,36.32,35.0000,24.3141,10.6859,600.0000,36.31,119.76,3.0300,2.30,356.24,5.848724e-04
1617,36.9786,140.00,36.00,35.0000,24.3141,10.6859,600.0000,36.00,119.76,3.0300,2.45,356.21,5.850914e-04
1618,37.0203,140.00,35.60,35.0000,24.3141,10.6859,600.0000,35.59,119.76,3.0300,2.70,356.18,5.853103e-04
1619,36.8396,140.00,35.11,35.0000,24.3141,10.6859,600.0000,35.10,119.76,3.0300,2.43,356.16,5.855291e-04
1620,36.8825,140.00,34.60,35.0000,24.3141,10.6859,600.0000,34.59,119.76,3.0300,2.75,356.13,5.857479e-04
1621,36.4107,140.00,34.09,35.0000,24.3141,10.6859,600.0000,34.07,119.76,3.0300,2.76,356.10,5.859665e-04
1622,36.7757,140.00,33.60,35.0000,24.3141,10.6859,600.0000,33.59,119.76,3.0300,2.64,356.07,5.861851e-04
1623,37.0172,140.00,33.19,35.0000,24.3141,10.6859,600.0000,33.18,119.76,3.0300,2.62,356.05,5.864036e-04
1624,37.1373,140.00,32.87,35.0000,24.3141,10.6859,600.0000,32.86,119.76,3.0300,2.43,356.02,5.866220e-04
1625,36.7815,140.00,32.67,35.0000,24.3141,10.6859,600.0000,32.66,119.76,3.0300,2.50,355.99,5.868404e-04
1626,37.1976,140.00,32.60,35.0000,24.3141,10.6859,600.0000,32.60,119.76,3.0300,2.32,355.96,5.870586e-04
1627,36.8749,140.00,32.67,35.0000,24.3141,10.6859,600.0000,32.67,119.76,3.0300,2.24,355.94,5.872768e-04
1628,36.8891,140.00,32.87,35.0000,24.3141,10.6859,600.0000,32.87,119.76,3.0300,2.23,355.91,5.874949e-04
1629,36.5166,140.00,33.19,35.0000,24.3141,10.6859,600.0000,33.19,119.76,3.0300,1.94,355.88,5.877129e-04
1630,36.2612,140.00,33.60,35.0000,24.3141,10.6859,600.0000,33.60,119.76,3.0300,0.00,355.85,5.879308e-04
1631,36.4581,140.00,34.08,35.0000,24.3141,10.6859,600.0000,34.09,119.76,3.0300,0.00,355.82,5.881486e-04
1632,37.2396,140.00,34.61,35.0000,24.3141,10.6859,600.0000,34.60,119.76,3.0300,2.39,355.80,5.883664e-04
1633,36.8119,140.00,35.13,35.0000,24.3141,10.6859,600.0000,35.12,119.76,3.0300,2.48,355.77,5.885841e-04
1634,36.7357,140.00,35.62,35.0000,24.3141,10.6859,600.0000,35.61,119.76,3.0300,2.64,355.74,5.888017e-04
1635,36.6393,140.00,36.03,35.0000,24.3141,10.6859,600.0000,36.02,119.76,3.0300,2.71,355.71,5.890192e-04
1636,37.0647,140.00,36.36,35.0000,24.3141,10.6859,600.0000,36.34,119.76,3.0300,2.74,355.69,5.892366e-04
1637,36.4736,140.00,36.56,35.0000,24.3141,10.6859,600.0000,36.54,119.76,3.0300,2.83,355.66,5.894540e-04
1638,36.8202,140.00,36.63,35.0000,24.3141,10.6859,600.0000,36.61,119.76,3.0300,2.72,355.63,5.896713e-04
1639,36.8855,140.00,36.55,35.0000,24.3141,10.6859,600.0000,36.55,119.76,3.0300,2.19,355.60,5.898885e-04
1640,36.5898,140.00,36.35,35.0000,24.3141,10.6859,600.0000,36.35,119.76,3.0300,2.30,355.58,5.901056e-04
1641,36.7116,140.00,36.03,35.0000,24.3141,10.6859,600.0000,36.03,119.76,3.0300,2.30,355.55,5.903226e-04
1642,36.4440,140.00,35.63,35.0000,24.3141,10.6859,600.0000,35.62,119.76,3.0300,2.75,355.52,5.905396e-04
1643,36.3066,140.00,35.15,35.0000,24.3141,10.6859,600.0000,35.14,119.76,3.0300,2.59,355.50,5.907564e-04
1644,36.9962,140.00,34.63,35.0000,24.3141,10.6859,600.0000,34.62,119.76,3.0300,2.47,355.47,5.909732e-04
1645,36.7418,140.00,34.11,35.0000,24.3141,10.6859,600.0000,34.11,119.76,3.0300,2.54,355.44,5.911899e-04
1646,36.3953,140.00,33.63,35.0000,24.3141,10.6859,600.0000,33.62,119.76,3.0300,2.64,355.41,5.914066e-04
1647,36.7193,140.00,33.23,35.0000,24.3141,10.6859,600.0000,33.21,119.76,3.0300,2.80,355.39,5.916231e-04
1648,36.2308,140.00,32.90,35.0000,24.3141,10.6859,600.0000,32.89,119.76,3.0300,2.47,355.36,5.918396e-04
1649,36.9656,140.00,32.70,35.0000,24.3141,10.6859,600.0000,32.70,119.76,3.0300,2.47,355.33,5.920560e-04
1650,36.9207,140.00,32.63,35.0000,24.3141,10.6859,600.0000,32.63,119.76,3.0300,0.00,355.30,5.922723e-04
1651,36.4159,140.00,32.70,35.0000,24.3141,10.6859,600.0000,32.70,119.76,3.0300,0.00,355.28,5.924885e-04
1652,36.4389,140.00,32.92,35.0000,24.3141,10.6859,600.0000,32.90,119.76,3.0300,2.84,355.25,5.927047e-04
1653,36.1995,140.00,33.22,35.0000,24.3141,10.6859,600.0000,33.22,119.76,3.0300,0.00,355.22,5.929208e-04
1654,36.1975,140.00,33.65,35.0000,24.3141,10.6859,600.0000,33.64,119.76,3.0300,2.77,355.19,5.931368e-04
1655,37.0569,140.00,34.12,35.0000,24.3141,10.6859,600.0000,34.12,119.76,3.0300,2.43,355.17,5.933527e-04
1656,37.1561,140.00,34.64,35.0000,24.3141,10.6859,600.0000,34.64,119.76,3.0300,2.41,355.14,5.935685e-04
1657,36.7181,140.00,35.17,35.0000,24.3141,10.6859,600.0000,35.16,119.76,3.0300,2.71,355.11,5.937843e-04
1658,36.2357,140.00,35.66,35.0000,24.3141,10.6859,600.0000,35.64,119.76,3.0300,2.82,355.09,5.940000e-04
1659,36.2886,140.00,36.07,35.0000,24.3141,10.6859,600.0000,36.06,119.76,3.0300,2.90,355.06,5.942156e-04
1660,36.3635,140.00,36.38,35.0000,24.3141,10.6859,600.0000,36.38,119.76,3.0300,1.73,355.03,5.944311e-04
1661,37.0397,140.00,36.60,35.0000,24.3141,10.6859,600.0000,36.58,119.76,3.0300,2.91,355.00,5.946465e-04
1662,36.8925,140.00,36.65,35.0000,24.3141,10.6859,600.0000,36.65,119.76,3.0300,2.41,354.98,5.948619e-04
1663,36.7139,140.00,36.59,35.0000,24.3141,10.6859,600.0000,36.58,119.76,3.0300,2.75,354.95,5.950772e-04
1664,36.3289,140.00,36.38,35.0000,24.3141,10.6859,600.0000,36.38,119.76,3.0300,2.33,354.92,5.952924e-04
1665,36.2569,140.00,36.07,35.0000,24.3141,10.6859,600.0000,36.06,119.76,3.0300,2.63,354.90,5.955075e-04
1666,37.0994,140.00,35.66,35.0000,24.3141,10.6859,600.0000,35.65,119.76,3.0300,2.76,354.87,5.957226e-04
1667,36.9373,140.00,35.17,35.0000,24.3141,10.6859,600.0000,35.17,119.76,3.0300,2.40,354.84,5.959375e-04
1668,36.5009,140.00,34.67,35.0000,24.3141,10.6859,600.0000,34.65,119.76,3.0300,2.78,354.81,5.961524e-04
1669,36.5749,140.00,34.15,35.0000,24.3141,10.6859,600.0000,34.14,119.76,3.0300,2.84,354.79,5.963673e-04
1670,36.5131,140.00,33.66,35.0000,24.3141,10.6859,600.0000,33.66,119.76,3.0300,2.50,354.76,5.965820e-04
1671,36.9280,140.00,33.25,35.0000,24.3141,10.6859,600.0000,33.24,119.76,3.0300,2.50,354.73,5.967967e-04
1672,36.8356,140.00,32.93,35.0000,24.3141,10.6859,600.0000,32.93,119.76,3.0300,2.37,354.71,5.970112e-04
1673,36.3545,140.00,32.74,35.0000,24.3141,10.6859,600.0000,32.73,119.76,3.0300,2.67,354.68,5.972257e-04
1674,36.0968,140.00,32.67,35.0000,24.3141,10.6859,600.0000,32.66,119.76,3.0300,2.70,354.65,5.974402e-04
1675,36.0619,140.00,32.74,35.0000,24.3141,10.6859,600.0000,32.73,119.76,3.0300,2.73,354.63,5.976545e-04
1676,36.3013,140.00,32.94,35.0000,24.3141,10.6859,600.0000,32.93,119.76,3.0300,2.74,354.60,5.978688e-04
1677,36.1171,140.00,33.27,35.0000,24.3141,10.6859,600.0000,33.25,119.76,3.0300,2.93,354.57,5.980830e-04
1678,36.6453,140.00,33.67,35.0000,24.3141,10.6859,600.0000,33.67,119.76,3.0300,2.30,354.54,5.982971e-04
1679,36.3186,140.00,34.17,35.0000,24.3141,10.6859,600.0000,34.15,119.76,3.0300,2.81,354.52,5.985112e-04
1680,36.7649,140.00,34.68,35.0000,24.3141,10.6859,600.0000,34.67,119.76,3.0300,2.57,354.49,5.987251e-04
1681,36.2936,140.00,35.20,35.0000,24.3141,10.6859,600.0000,35.19,119.76,3.0300,2.77,354.46,5.989390e-04
1682,36.8218,140.00,35.69,35.0000,24.3141,10.6859,600.0000,35.67,119.76,3.0300,2.80,354.44,5.991528e-04
1683,36.2738,140.00,36.09,35.0000,24.3141,10.6859,600.0000,36.09,119.76,3.0300,1.90,354.41,5.993666e-04
1684,36.7026,140.00,36.42,35.0000,24.3141,10.6859,600.0000,36.41,119.76,3.0300,2.66,354.38,5.995802e-04
1685,36.8294,140.00,36.61,35.0000,24.3141,10.6859,600.0000,36.61,119.76,3.0300,2.39,354.36,5.997938e-04
1686,36.1369,140.00,36.68,35.0000,24.3141,10.6859,600.0000,36.68,119.76,3.0300,2.13,354.33,6.000073e-04
1687,36.1279,140.00,36.63,35.0000,24.3141,10.6859,600.0000,36.61,119.76,3.0300,2.85,354.30,6.002208e-04
1688,36.5202,140.00,36.42,35.0000,24.3141,10.6859,600.0000,36.41,119.76,3.0300,2.68,354.28,6.004341e-04
1689,36.7925,140.00,36.11,35.0000,24.3141,10.6859,600.0000,36.09,119.76,3.0300,2.91,354.25,6.006474e-04
1690,36.3834,140.00,35.70,35.0000,24.3141,10.6859,600.0000,35.68,119.76,3.0300,2.90,354.22,6.008606e-04
1691,36.3893,140.00,35.22,35.0000,24.3141,10.6859,600.0000,35.20,119.76,3.0300,2.81,354.20,6.010737e-04
1692,36.4973,140.00,34.68,35.0000,24.3141,10.6859,600.0000,34.68,119.76,3.0300,1.86,354.17,6.012868e-04
1693,36.5022,140.00,34.17,35.0000,24.3141,10.6859,600.0000,34.17,119.76,3.0300,2.46,354.14,6.014998e-04
1694,36.3633,140.00,33.69,35.0000,24.3141,10.6859,600.0000,33.69,119.76,3.0300,0.00,354.12,6.017127e-04
1695,36.5107,140.00,33.28,35.0000,24.3141,10.6859,600.0000,33.27,119.76,3.0300,2.69,354.09,6.019255e-04
1696,36.4245,140.00,32.97,35.0000,24.3141,10.6859,600.0000,32.96,119.76,3.0300,2.65,354.06,6.021383e-04
1697,36.7571,140.00,32.76,35.0000,24.3141,10.6859,600.0000,32.76,119.76,3.0300,2.30,354.04,6.023509e-04
1698,36.5161,140.00,32.70,35.0000,24.3141,10.6859,600.0000,32.69,119.76,3.0300,2.43,354.01,6.025635e-04
1699,36.1737,140.00,32.77,35.0000,24.3141,10.6859,600.0000,32.76,119.76,3.0300,2.61,353.98,6.027761e-04
1700,36.7854,140.00,32.97,35.0000,24.3141,10.6859,600.0000,32.96,119.76,3.0300,2.65,353.96,6.029885e-04
1701,36.7818,140.00,33.29,35.0000,24.3141,10.6859,600.0000,33.28,119.76,3.0300,2.43,353.93,6.032009e-04
1702,36.3771,140.00,33.71,35.0000,24.3141,10.6859,600.0000,33.70,119.76,3.0300,2.77,353.90,6.034132e-04
1703,36.6847,140.00,34.19,35.0000,24.3141,10.6859,600.0000,34.18,119.76,3.0300,2.56,353.88,6.036254e-04
1704,36.4701,140.00,34.70,35.0000,24.3141,10.6859,600.0000,34.70,119.76,3.0300,2.47,353.85,6.038376e-04
1705,36.2370,140.00,35.22,35.0000,24.3141,10.6859,600.0000,35.22,119.76,3.0300,2.41,353.82,6.040497e-04
1706,36.4722,140.00,35.71,35.0000,24.3141,10.6859,600.0000,35.70,119.76,3.0300,2.72,353.80,6.042617e-04
1707,36.5434,140.00,36.13,35.0000,24.3141,10.6859,600.0000,36.12,119.76,3.0300,2.80,353.77,6.044736e-04
1708,36.6022,140.00,36.44,35.0000,24.3141,10.6859,600.0000,36.44,119.76,3.0300,2.28,353.74,6.046854e-04
1709,36.4592,140.00,36.64,35.0000,24.3141,10.6859,600.0000,36.64,119.76,3.0300,2.56,353.72,6.048972e-04
1710,36.4106,140.00,36.73,35.0000,24.3141,10.6859,600.0000,36.71,119.76,3.0300,3.03,353.69,6.051089e-04
1711,36.6536,140.00,36.65,35.0000,24.3141,10.6859,600.0000,36.64,119.76,3.0300,2.66,353.66,6.053206e-04
1712,36.4445,140.00,36.46,35.0000,24.3141,10.6859,600.0000,36.44,119.76,3.0300,2.94,353.64,6.055321e-04
1713,35.7353,140.00,36.15,35.0000,24.3141,10.6859,600.0000,36.12,119.76,3.0300,2.99,353.61,6.057436e-04
1714,35.7624,140.00,35.71,35.0000,24.3141,10.6859,600.0000,35.71,119.76,3.0300,2.26,353.58,6.059550e-04
1715,36.2800,140.00,35.23,35.0000,24.3141,10.6859,600.0000,35.23,119.76,3.0300,0.00,353.56,6.061663e-04
1716,35.8425,140.00,34.71,35.0000,24.3141,10.6859,600.0000,34.71,119.76,3.0300,2.04,353.53,6.063776e-04
1717,36.3785,140.00,34.21,35.0000,24.3141,10.6859,600.0000,34.20,119.76,3.0300,2.82,353.51,6.065888e-04
1718,35.7323,140.00,33.73,35.0000,24.3141,10.6859,600.0000,33.72,119.76,3.0300,2.63,353.48,6.067999e-04
1719,36.3687,140.00,33.30,35.0000,24.3141,10.6859,600.0000,33.30,119.76,3.0300,0.00,353.45,6.070110e-04
1720,36.4553,140.00,33.00,35.0000,24.3141,10.6859,600.0000,32.99,119.76,3.0300,2.70,353.43,6.072219e-04
1721,36.1853,140.00,32.80,35.0000,24.3141,10.6859,600.0000,32.79,119.76,3.0300,2.76,353.40,6.074328e-04
1722,35.9824,140.00,32.74,35.0000,24.3141,10.6859,600.0000,32.72,119.76,3.0300,2.83,353.37,6.076437e-04
1723,36.3612,140.00,32.79,35.0000,24.3141,10.6859,600.0000,32.79,119.76,3.0300,1.84,353.35,6.078544e-04
1724,36.0154,140.00,33.01,35.0000,24.3141,10.6859,600.0000,32.99,119.76,3.0300,2.86,353.32,6.080651e-04
1725,36.2352,140.00,33.32,35.0000,24.3141,10.6859,600.0000,33.31,119.76,3.0300,2.76,353.29,6.082757e-04
1726,36.3911,140.00,33.73,35.0000,24.3141,10.6859,600.0000,33.73,119.76,3.0300,2.48,353.27,6.084862e-04
1727,36.1576,140.00,34.22,35.0000,24.3141,10.6859,600.0000,34.21,119.76,3.0300,2.50,353.24,6.086967e-04
1728,36.1046,140.00,34.73,35.0000,24.3141,10.6859,600.0000,34.73,119.76,3.0300,2.45,353.22,6.089071e-04
1729,36.0792,140.00,35.28,35.0000,24.3141,10.6859,600.0000,35.25,119.76,3.0300,3.14,353.19,6.091174e-04
1730,35.5966,140.00,35.73,35.0000,24.3141,10.6859,600.0000,35.73,119.76,3.0300,0.69,353.16,6.093276e-04
1731,35.9087,140.00,36.15,35.0000,24.3141,10.6859,600.0000,36.15,119.76,3.0300,2.55,353.14,6.095378e-04
1732,35.8684,140.00,36.49,35.0000,24.3141,10.6859,600.0000,36.46,119.76,3.0300,3.03,353.11,6.097479e-04
1733,36.3683,140.00,36.68,35.0000,24.3141,10.6859,600.0000,36.67,119.76,3.0300,2.79,353.08,6.099579e-04
1734,36.4407,140.00,36.74,35.0000,24.3141,10.6859,600.0000,36.73,119.76,3.0300,2.65,353.06,6.101679e-04
1735,36.2208,140.00,36.67,35.0000,24.3141,10.6859,600.0000,36.67,119.76,3.0300,2.35,353.03,6.103778e-04
1736,36.0389,140.00,36.48,35.0000,24.3141,10.6859,600.0000,36.47,119.76,3.0300,2.72,353.01,6.105876e-04
1737,36.3016,140.00,36.17,35.0000,24.3141,10.6859,600.0000,36.15,119.76,3.0300,2.79,352.98,6.107973e-04
1738,35.8540,140.00,35.76,35.0000,24.3141,10.6859,600.0000,35.74,119.76,3.0300,3.02,352.95,6.110070e-04
1739,36.0232,140.00,35.26,35.0000,24.3141,10.6859,600.0000,35.26,119.76,3.0300,0.00,352.93,6.112166e-04
1740,35.3978,140.00,34.76,35.0000,24.3141,10.6859,600.0000,34.74,119.76,3.0300,2.95,352.90,6.114261e-04
1741,35.5113,140.00,34.20,35.0000,24.3141,10.6859,600.0000,34.23,119.76,3.0300,0.00,352.88,6.116355e-04
1742,35.9783,140.00,33.74,35.0000,24.3141,10.6859,600.0000,33.74,119.76,3.0300,0.00,352.85,6.118449e-04
1743,35.4904,140.00,33.32,35.0000,24.3141,10.6859,600.0000,33.33,119.76,3.0300,0.00,352.82,6.120542e-04
1744,36.2387,140.00,33.03,35.0000,24.3141,10.6859,600.0000,33.01,119.76,3.0300,2.74,352.80,6.122635e-04
1745,36.1312,140.00,32.83,35.0000,24.3141,10.6859,600.0000,32.82,119.76,3.0300,2.66,352.77,6.124726e-04
1746,36.0231,140.00,32.76,35.0000,24.3141,10.6859,600.0000,32.75,119.76,3.0300,2.72,352.75,6.126817e-04
1747,35.5198,140.00,32.82,35.0000,24.3141,10.6859,600.0000,32.82,119.76,3.0300,2.45,352.72,6.128908e-04
1748,35.8897,140.00,33.01,35.0000,24.3141,10.6859,600.0000,33.02,119.76,3.0300,0.00,352.69,6.130997e-04
1749,35.6528,140.00,33.36,35.0000,24.3141,10.6859,600.0000,33.34,119.76,3.0300,3.04,352.67,6.133086e-04
1750,35.7874,140.00,33.77,35.0000,24.3141,10.6859,600.0000,33.75,119.76,3.0300,2.76,352.64,6.135174e-04
1751,35.2483,140.00,34.23,35.0000,24.3141,10.6859,600.0000,34.24,119.76,3.0300,0.00,352.62,6.137262e-04
1752,35.9062,140.00,34.76,35.0000,24.3141,10.6859,600.0000,34.76,119.76,3.0300,2.14,352.59,6.139348e-04
1753,35.7805,140.00,35.28,35.0000,24.3141,10.6859,600.0000,35.27,119.76,3.0300,2.25,352.56,6.141434e-04
1754,35.6761,140.00,35.76,35.0000,24.3141,10.6859,600.0000,35.76,119.76,3.0300,0.00,352.54,6.143520e-04
1755,35.9013,140.00,36.19,35.0000,24.3141,10.6859,600.0000,36.17,119.76,3.0300,2.86,352.51,6.145604e-04
1756,35.8513,140.00,36.50,35.0000,24.3141,10.6859,600.0000,36.49,119.76,3.0300,2.73,352.49,6.147688e-04
1757,35.9734,140.00,36.69,35.0000,24.3141,10.6859,600.0000,36.69,119.76,3.0300,0.00,352.46,6.149772e-04
1758,35.9357,140.00,36.75,35.0000,24.3141,10.6859,600.0000,36.76,119.76,3.0300,0.00,352.43,6.151854e-04
1759,35.3985,140.00,36.69,35.0000,24.3141,10.6859,600.0000,36.69,119.76,3.0300,0.00,352.41,6.153936e-04
1760,35.3559,140.00,36.52,35.0000,24.3141,10.6859,600.0000,36.50,119.76,3.0300,3.00,352.38,6.156017e-04
1761,36.0395,140.00,36.18,35.0000,24.3141,10.6859,600.0000,36.18,119.76,3.0300,0.00,352.36,6.158097e-04
1762,35.5846,140.00,35.77,35.0000,24.3141,10.6859,600.0000,35.77,119.76,3.0300,2.50,352.33,6.160177e-04
1763,35.1924,140.00,35.28,35.0000,24.3141,10.6859,600.0000,35.28,119.76,3.0300,0.00,352.31,6.162256e-04
1764,35.8538,140.00,34.79,35.0000,24.3141,10.6859,600.0000,34.77,119.76,3.0300,3.00,352.28,6.164335e-04
1765,35.0733,140.00,34.25,35.0000,24.3141,10.6859,600.0000,34.25,119.76,3.0300,0.00,352.25,6.166412e-04
1766,35.9484,140.00,33.77,35.0000,24.3141,10.6859,600.0000,33.77,119.76,3.0300,0.00,352.23,6.168489e-04
1767,35.6268,140.00,33.39,35.0000,24.3141,10.6859,600.0000,33.36,119.76,3.0300,3.11,352.20,6.170565e-04
1768,35.7760,140.00,33.04,35.0000,24.3141,10.6859,600.0000,33.04,119.76,3.0300,2.24,352.18,6.172641e-04
1769,35.7313,140.00,32.85,35.0000,24.3141,10.6859,600.0000,32.84,119.76,3.0300,2.58,352.15,6.174716e-04
1770,35.5009,140.00,32.78,35.0000,24.3141,10.6859,600.0000,32.77,119.76,3.0300,1.85,352.12,6.176790e-04
1771,35.2827,140.00,32.84,35.0000,24.3141,10.6859,600.0000,32.84,119.76,3.0300,0.00,352.10,6.178864e-04
1772,35.2273,140.00,33.08,35.0000,24.3141,10.6859,600.0000,33.04,119.76,3.0300,3.18,352.07,6.180936e-04
1773,35.6197,140.00,33.37,35.0000,24.3141,10.6859,600.0000,33.36,119.76,3.0300,2.65,352.05,6.183009e-04
1774,35.1767,140.00,33.81,35.0000,24.3141,10.6859,600.0000,33.78,119.76,3.0300,3.13,352.02,6.185080e-04
1775,35.7146,140.00,34.26,35.0000,24.3141,10.6859,600.0000,34.26,119.76,3.0300,0.00,352.00,6.187151e-04
1776,35.4622,140.00,34.78,35.0000,24.3141,10.6859,600.0000,34.78,119.76,3.0300,0.00,351.97,6.189221e-04
1777,35.4165,140.00,35.29,35.0000,24.3141,10.6859,600.0000,35.30,119.76,3.0300,0.00,351.95,6.191290e-04
1778,35.7500,140.00,35.78,35.0000,24.3141,10.6859,600.0000,35.78,119.76,3.0300,0.00,351.92,6.193359e-04
